web_scraper_order,web_scraper_start_url,data-page-selector,name_1,multiple_data_spesifik_place,BreadcrumbList_ListItem_name_4,Product_Offer_price_0,room_type_0,bathroom_0,apartment_size_0,luas2_Bangunan,certificate_0,view_0,interior_0,apartment_facilities_0,area_facilities_0,makesure_tipe,floor_level_0,Multipel_detail
1763471463-2059,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=87,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1007655779,"Apartemen Mewah Kawasan Setiabudi, 2 KT, Luas 80m², Dekat ke Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Premium",Taman Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.600.000.000,2,1,80 m²Luas Apartemen,,Taman Rasuna,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:45,Apartemen,Detail PropertiNama ApartemenTaman RasunaTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471478-2060,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=87,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1007594788,"SPECIAL OFFER! Apartemen di Setiabudi, Jakarta Selatan, 2 KT, Luas 93m²",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.100.000.000,2,2,93 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:45,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471493-2061,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=87,https://www.99.co/id/properti/apartemen-dijual-5mily-setiabudi-cp-1007594800,"SPECIAL PRICE! Apartemen di Setiabudi, 3 KM, Luas 170m²",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.500.000.000,3,3,170 m²Luas Apartemen,,Verde,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:45,SHM,Detail PropertiNama ApartemenVerdeSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471508-2062,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=87,https://www.99.co/id/properti/apartemen-dijual-9750jt-setiabudi-cp-1007656998,"Apartemen Ready di Setiabudi, 1 KM, Luas 34m²",Tamansari Semanggi Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 975.000.000,1,1,34 m²Luas Apartemen,,Tamansari Semanggi Apartemen,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:45,Apartemen,Detail PropertiNama ApartemenTamansari Semanggi ApartemenTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471535-2063,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1007594308,"Apartemen Kawasan Setiabudi, 2 KT, Luas 75m²",Taman Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.200.000.000,2,1,75 m²Luas Apartemen,,Taman Rasuna,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:46,Apartemen,Detail PropertiNama ApartemenTaman RasunaTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471554-2064,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1009172597,"Apartemen di Setiabudi, 2 KM, Luas 87m²",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.500.000.000,2,2,87 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,Fasilitas AreaDekat Tempat IbadahKolam RenangTaman,,ApartemenJualDiperbaharui : 24 Sep 2025 15:46,20,Detail PropertiNama ApartemenSetiabudi ResidencesTingkat Lantai20Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471568-2065,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-17mily-setiabudi-cp-1006206038,"LOKASI TERBAIK! Apartemen di Setiabudi, 3 KM, Luas 340m², Siap Ditempati, Fasilitas Terlengkap",Four Seasons Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 17.000.000.000,3,3,340 m²Luas Apartemen,,Four Seasons Residences,,Unfurnished,,,ApartemenJualDiperbaharui : 10 Okt 2025 04:05,Apartemen,Detail PropertiNama ApartemenFour Seasons ResidencesTipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763471583-2066,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1006205659,"Apartemen Strategis Kawasan Setiabudi, 3 KM, Luas 170m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Modern, Area Prospektif",Apartemen Kuningan Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.400.000.000,3,3,170 m²Luas Apartemen,,Apartemen Kuningan Verde,,Unfurnished,,,ApartemenJualDiperbaharui : 10 Okt 2025 04:05,Apartemen,Detail PropertiNama ApartemenApartemen Kuningan VerdeTipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763471610-2067,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-9mily-setiabudi-cp-1007594875,"BEST CHOICE! Apartemen Kawasan Setiabudi, 3 KM, Luas 209m², Lokasi Elite, Fasilitas Modern",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 9.500.000.000,3,3,209 m²Luas Apartemen,,Verde,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:47,SHM,Detail PropertiNama ApartemenVerdeSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471637-2068,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1007655520,"HOT DEAL! Apartemen Kawasan Setiabudi, Jakarta Selatan, 2 KM, Luas 136m², Siap Huni",Puri Imperium,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.200.000.000,2,2,136 m²Luas Apartemen,,Puri Imperium,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:47,Apartemen,Detail PropertiNama ApartemenPuri ImperiumTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471663-2069,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1007657145,"Apartemen Siap Huni di Setiabudi, 3 KT, Luas 154m²",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 4.900.000.000,3,3,154 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:47,Apartemen,Detail PropertiNama ApartemenSetiabudi ResidencesTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471699-2070,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1007943749,"EXCLUSIVE PROPERTY! Apartemen di Setiabudi, 2 KM, Luas 87m², Area Strategis, View Terbaik",South Hills Residence,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.750.000.000,2,2,87 m²Luas Apartemen,,South Hills Residence,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:47,SHM,Detail PropertiNama ApartemenSouth Hills ResidenceSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471736-2071,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1007823569,"Apartemen Eksklusif di Setiabudi, 2 KM, Luas 136m², Akses Mudah Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Terbaik",Puri Imperium,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.200.000.000,3,2,136 m²Luas Apartemen,,Puri Imperium,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:47,SHM,Detail PropertiNama ApartemenPuri ImperiumSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763471768-2072,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1007843962,"BEST CHOICE! Apartemen Kawasan Setiabudi, 2 KM, Luas 124m², Lokasi Elite, Fasilitas Terlengkap",South Hill,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.600.000.000,3,2,124 m²Luas Apartemen,,South Hill,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:47,SHM,Detail PropertiNama ApartemenSouth HillSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472163-2073,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1007657102,"BEST CHOICE! Apartemen di Setiabudi, Jakarta Selatan, 1 KM, Luas 33m², Harga Terbaik",Tamansari Semanggi Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.100.000.000,1,1,33 m²Luas Apartemen,,Tamansari Semanggi Apartemen,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:50,Apartemen,Detail PropertiNama ApartemenTamansari Semanggi ApartemenTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472198-2074,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1007655770,"Apartemen di Setiabudi, 3 KM, Luas 91m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",Taman Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.650.000.000,3,3,91 m²Luas Apartemen,,Taman Rasuna,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:51,Apartemen,Detail PropertiNama ApartemenTaman RasunaTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472229-2075,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1007656462,"HOT PROPERTY! Apartemen Kawasan Setiabudi, Jakarta Selatan, 2 KT, Luas 76m², Siap Huni, Pemandangan Terbaik",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.000.000.000,2,1,76 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:51,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472260-2076,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=86,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1006205790,"SPECIAL PRICE! Apartemen di Setiabudi, 2 KM, Luas 143m²",Ciputra World 2 Jakarta,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.900.000.000,3,2,143 m²Luas Apartemen,,Ciputra World 2 Jakarta,,Semi Furnished,,,ApartemenJualDiperbaharui : 10 Okt 2025 03:58,Apartemen,Detail PropertiNama ApartemenCiputra World 2 JakartaTipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763472419-2077,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1007656612,"SPECIAL PRICE! Apartemen di Setiabudi, 2 KM, Luas 89m², Area Strategis, Fasilitas Modern, Bisa Segera Ditempati",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.900.000.000,2,2,89 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:51,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472441-2078,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1006206914,"HOT UNIT! Apartemen Kawasan Setiabudi, 2 KM, Luas 136m²",La Vie All Suites,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.900.000.000,2,2,136 m²Luas Apartemen,,La Vie All Suites,,Semi Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:52,Apartemen,Detail PropertiNama ApartemenLa Vie All SuitesTipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763472464-2079,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1007594497,"Apartemen di Setiabudi, Jakarta Selatan, 2 KT, Luas 142m², Fasilitas Lengkap",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 4.200.000.000,2,2,142 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:52,Apartemen,Detail PropertiNama ApartemenSetiabudi ResidencesTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472478-2080,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1007595238,"Apartemen Ready Kawasan Setiabudi, 2 KT, Luas 89m²",Taman Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.500.000.000,2,2,89 m²Luas Apartemen,,Taman Rasuna,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:52,SHM,Detail PropertiNama ApartemenTaman RasunaSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472493-2081,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1007655409,"Apartemen Premium Kawasan Setiabudi, 2 KT, Luas 82m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Lengkap, Area Berkembang",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.600.000.000,2,2,82 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:52,Apartemen,Detail PropertiNama ApartemenSetiabudi ResidencesTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472510-2082,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1007656617,"Apartemen Strategis di Setiabudi, 3 KT, Luas 142m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Modern, Lokasi Berkembang",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 4.700.000.000,3,3,142 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:52,Apartemen,Detail PropertiNama ApartemenSetiabudi ResidencesTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472525-2083,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1007657165,"BEST PRICE! Apartemen Kawasan Setiabudi, Jakarta Selatan, 3 KT, Luas 155m², Bisa Segera Ditempati",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.900.000.000,3,3,155 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:52,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472540-2084,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1007595122,"Apartemen Kawasan Setiabudi, Jakarta Selatan, 2 KT, Luas 122m², Fasilitas Lengkap",La Vie All Suites Apartment,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.000.000.000,2,2,122 m²Luas Apartemen,,La Vie All Suites Apartment,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:53,SHM,Detail PropertiNama ApartemenLa Vie All Suites ApartmentSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472556-2085,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1007656375,"BEST CHOICE! Apartemen Kawasan Setiabudi, Jakarta Selatan, 2 KT, Luas 63m², Lokasi Strategis",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.200.000.000,2,1,63 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:53,SHM,Detail PropertiNama ApartemenSETIABUDI SKY GARDENSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472572-2086,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1007594250,"HOT PROPERTY! Apartemen Kawasan Setiabudi, Jakarta Selatan, 1 KM, Luas 74m², Siap Huni, Pemandangan Kota",Taman Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.500.000.000,2,1,74 m²Luas Apartemen,,Taman Rasuna,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:53,Apartemen,Detail PropertiNama ApartemenTaman RasunaTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472589-2087,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-8mily-setiabudi-cp-1007595630,"Apartemen Kawasan Setiabudi, Jakarta Selatan, 3 KM, Luas 236m², Fasilitas Lengkap",Sudirman Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 8.500.000.000,3,3,236 m²Luas Apartemen,,Sudirman Residences,,Unfurnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:53,Apartemen,Detail PropertiNama ApartemenSudirman ResidencesTipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763472604-2088,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1006205879,"Apartemen Premium di Setiabudi, 2 KT, Luas 112m²",Ciputra World 2 Jakarta,"Setiabudi, Jakarta Selatan, Jakarta",Rp 4.500.000.000,2,2,112 m²Luas Apartemen,,Ciputra World 2 Jakarta,,Full Furnished,,,ApartemenJualDiperbaharui : 10 Okt 2025 04:01,Apartemen,Detail PropertiNama ApartemenCiputra World 2 JakartaTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472620-2089,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-8mily-setiabudi-cp-1006206916,"PRIME LOCATION! Apartemen Kawasan Setiabudi, 2 KM, Luas 181m², Premium",Ciputra World Jakarta,"Setiabudi, Jakarta Selatan, Jakarta",Rp 8.500.000.000,3,2,181 m²Luas Apartemen,,Ciputra World Jakarta,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:54,Apartemen,Detail PropertiNama ApartemenCiputra World JakartaTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472635-2090,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1007657299,"HOT DEAL! Apartemen di Setiabudi, 3 KT, Luas 147m²",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.900.000.000,3,3,147 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:54,Apartemen,Detail PropertiNama ApartemenSetiabudi ResidencesTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472651-2091,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1008553164,"SPECIAL PRICE! Apartemen Kawasan Setiabudi, 2 KT, Luas 75m², Area Strategis, Fasilitas Modern, Siap Ditempati",Horison Suites & Residences Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.650.000.000,2,1,75 m²Luas Apartemen,,Horison Suites & Residences Rasuna,,Full Furnished,,,ApartemenJualDiperbaharui : 24 Sep 2025 15:54,SHM,Detail PropertiNama ApartemenHorison Suites & Residences RasunaSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472665-2092,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-29mily-setiabudi-cp-1011504683,"Apartemen di Setiabudi, 4 KT, Luas 460m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan",Verde Two,"Setiabudi, Jakarta Selatan, Jakarta",Rp 29.500.000.000,4,5,460 m²Luas Apartemen,,Verde Two,,Full Furnished,Fasilitas ApartemenKolam Renang,Kolam Renang,ApartemenJualDiperbaharui : 24 Sep 2025 16:50,20,Detail PropertiNama ApartemenVerde TwoTingkat Lantai20Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763472684-2093,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1002519575,"Apartemen Eksklusif di Setiabudi, 2 KT, Luas 102m², Akses Mudah Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Terbaik",Aryaduta Semanggi,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.641.329.385,2,2,102 m²Luas Apartemen,,Aryaduta Semanggi,,Unfurnished,Fasilitas AreaKeamanan 24 JamTaman,,ApartemenJualDiperbaharui : 24 Sep 2025 20:14,20,Detail PropertiNama ApartemenAryaduta SemanggiTingkat Lantai20Tipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763472700-2094,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-7mily-setiabudi-cp-1011508407,"PRIME UNIT! Apartemen di Setiabudi, 4 KT, Luas 180m², Lokasi Elite, Fasilitas Modern",Denpasar Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 7.500.000.000,4,2,180 m²Luas Apartemen,,Denpasar Residences,,Semi Furnished,Fasilitas ApartemenKolam RenangWifi,Kolam Renang,ApartemenJualDiperbaharui : 25 Sep 2025 07:27,38,Detail PropertiNama ApartemenDenpasar ResidencesTingkat Lantai38Tipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763472731-2095,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=85,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1009302715,"Apartemen Strategis di Setiabudi, 2 KT, Luas 0m²",Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.600.000.000,2,2,,,Apartemen,,,,,ApartemenJualDiperbaharui : 25 Sep 2025 08:46,Sale,Detail PropertiTipe PropertiApartemenTipe IklanSale
1763472888-2096,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=84,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1009721514,"Apartemen Eksklusif Kawasan Setiabudi, 1 KM, Luas 63m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.900.000.000,2,1,63 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,,,,ApartemenJualDiperbaharui : 25 Sep 2025 10:40,15,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTingkat Lantai15SertifikatStrata TitleTipe PropertiApartemenTipe IklanSale
1763472932-2097,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=84,https://www.99.co/id/properti/rumah-dijual-60mily-setiabudi-cp-1003643856,"Rumah Strategis di Setiabudi, Jakarta Selatan, LT 650m² LB 800m² - HARGA NEGO!",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 60.000.000.000,5,5,650 m²Luas Tanah,800 m²Luas Bangunan,SHM,5,,,,RumahJualDiperbaharui : 25 Sep 2025 11:25,16500 Watt,Detail PropertiSertifikatSHMDaya Listrik16500 WattTipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur5Kamar Mandi5Tanya Lebih LanjutLihat Lebih Sedikit
1763473128-2098,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=84,https://www.99.co/id/properti/apartemen-dijual-23mily-setiabudi-cp-1011513905,"SPECIAL PRICE! Apartemen di Setiabudi, 4 KM, Luas 479m², Lokasi Premium, Fasilitas Modern, Bisa Segera Ditempati",Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 23.500.000.000,4,4,479 m²Luas Apartemen,,Apartemen,,Unfurnished,,,ApartemenJualDiperbaharui : 25 Sep 2025 13:09,Sale,Detail PropertiTipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
